DATE,CODE,CODE-2,MEAN,CLASSIFICATION
2021,TJK,TJ,120.8469387755102,2.0
2021,TKM,TM,65.96031746031746,2.0
2021,TUR,TR,26.316946333156107,0.6666666666666666
2021,TWN,TW,19.50380507409253,0.16666666666666666
2021,UGA,UG,126.60955056179776,3.0
2021,UKR,UA,32.95886317894297,0.5
2021,USA,US,13.85430591970104,0.16666666666666666
2021,UZB,UZ,108.59895833333331,2.0
2021,VNM,VN,18.44513468649419,0.16666666666666666
2021,ZAF,ZA,16.391872923141943,0.16666666666666666
2022,ARE,AE,48.27786970444918,0.6666666666666666
2022,ARG,AR,13.772061518933782,0.16666666666666666
2022,AUS,AU,8.168063009206355,0.0
2022,AUT,AT,11.687348997345893,0.2
2022,BEL,BE,26.520682622090366,0.5
2022,BGD,BD,153.196,3.0
2022,BGR,BG,11.061080754035546,0.0
2022,BHR,BH,132.05394190871368,3.0
2022,BIH,BA,24.604055314578446,0.3333333333333333
2022,BRA,BR,16.005005575621094,0.16666666666666666
2022,CAN,CA,9.64299276003629,0.16666666666666666
2022,CHE,CH,9.344415736934822,0.0
2022,CHL,CL,19.014870267300424,0.16666666666666666
2022,CHN,CN,27.832072649204353,0.3333333333333333
2022,CIV,CI,72.09163346613546,2.0
2022,COL,CO,19.19088119347873,0.5
2022,CRI,CR,27.315555555555555,1.0
2022,CYP,CY,19.756640489069028,0.2
2022,CZE,CZ,19.125780220333077,0.2
2022,DEU,DE,14.416121582084052,0.16666666666666666
2022,DNK,DK,14.67781897537842,0.16666666666666666
2022,DZA,DZ,63.07035175879397,2.0
2022,ECU,EC,19.4868288673352,0.2
2022,ESP,ES,15.711327527017497,0.16666666666666666
2022,EST,EE,11.726870229007634,0.0
2022,ETH,ET,83.09615384615384,2.0
2022,FIN,FI,11.296687891221472,0.0
2022,FRA,FR,14.864635019178493,0.16666666666666666
2022,GBR,GB,13.571922418300177,0.16666666666666666
2022,GEO,GE,21.33492366412214,0.16666666666666666
2022,GHA,GH,75.00833333333334,2.0
2022,GRC,GR,21.22060083435147,0.16666666666666666
2022,GTM,GT,25.691462241462244,0.3333333333333333
2022,HKG,HK,18.839758269720104,0.16666666666666666
2022,HRV,HR,17.213489092009798,0.16666666666666666
2022,HUN,HU,17.044308780579783,0.16666666666666666
2022,IDN,ID,66.31758905852416,1.0
2022,IND,IN,34.56065448827953,0.5
2022,IRL,IE,13.747530064681934,0.2
2022,IRN,IR,50.17135592004822,1.1666666666666667
2022,IRQ,IQ,154.172,3.0
2022,ISL,IS,5.186206896551724,0.0
2022,ISR,IL,31.242913214606165,0.16666666666666666
2022,ITA,IT,21.2578153065692,0.16666666666666666
2022,JOR,JO,14.649093271893303,0.6
2022,JPN,JP,14.459740445717886,0.16666666666666666
2022,KAZ,KZ,23.833629854978653,0.4
2022,KGZ,KG,58.95358649789029,1.0
2022,KOR,KR,21.556672345383998,0.16666666666666666
2022,KWT,KW,44.35156740968035,0.6666666666666666
2022,LAO,LA,69.16190476190476,2.0
2022,LKA,LK,61.73096446700507,2.0
2022,LTU,LT,17.384933483133675,0.2
2022,MAC,MO,19.29904580152672,0.16666666666666666
2022,MEX,MX,25.455622057332082,0.6666666666666666
2022,MKD,MK,18.97450323788559,0.3333333333333333
2022,MLI,ML,88.0,2.0
2022,MMR,MM,61.86046511627907,2.0
2022,MNG,MN,30.922826538563495,0.5
2022,NLD,NL,15.196405551257952,0.16666666666666666
2022,NOR,NO,11.99106345708312,0.0
2022,NPL,NP,68.04592134669454,1.0
2022,NZL,NZ,10.09328383427668,0.0
2022,PAK,PK,124.44748858447488,3.0
2022,PER,PE,26.043446511627906,0.6666666666666666
2022,PHL,PH,12.297938948306594,0.0
2022,POL,PL,17.184683705657815,0.16666666666666666
2022,PRI,PR,32.47761194029851,1.0
2022,PRT,PT,15.851433476800576,0.2
2022,REU,RE,8.400146468409654,0.0
2022,ROU,RO,19.603230383729205,0.2
2022,RUS,RU,15.558201321390982,0.16666666666666666
2022,SAU,SA,44.330555555555556,0.5
2022,SGP,SG,16.84885496183206,0.2
2022,SLV,SV,83.33204633204633,2.0
2022,SRB,RS,19.756475725388917,0.16666666666666666
2022,SVK,SK,16.56280915355552,0.2
2022,SWE,SE,12.917320906339558,0.0
2022,THA,TH,18.686180672516457,0.3333333333333333
2022,TJK,TJ,100.3265306122449,2.0
2022,TKM,TM,62.94642857142857,2.0
2022,TUR,TR,24.859656637799613,0.3333333333333333
2022,TWN,TW,16.78927763641504,0.16666666666666666
2022,UGA,UG,118.44725738396625,2.0
2022,UKR,UA,18.184177275273164,0.5
2022,USA,US,13.672792579918694,0.16666666666666666
2022,UZB,UZ,88.30939226519337,2.0
2022,VNM,VN,19.482718876877815,0.16666666666666666
2022,ZAF,ZA,18.24863655003427,0.16666666666666666
